area_fips,own_code,industry_code,agglvl_code,size_code,year,qtr,disclosure_code,annual_avg_estabs,annual_avg_emplvl,total_annual_wages,taxable_annual_wages,annual_contributions,annual_avg_wkly_wage,avg_annual_pay,lq_disclosure_code,lq_annual_avg_estabs,lq_annual_avg_emplvl,lq_total_annual_wages,lq_taxable_annual_wages,lq_annual_contributions,lq_annual_avg_wkly_wage,lq_avg_annual_pay,oty_disclosure_code,oty_annual_avg_estabs_chg,oty_annual_avg_estabs_pct_chg,oty_annual_avg_emplvl_chg,oty_annual_avg_emplvl_pct_chg,oty_total_annual_wages_chg,oty_total_annual_wages_pct_chg,oty_taxable_annual_wages_chg,oty_taxable_annual_wages_pct_chg,oty_annual_contributions_chg,oty_annual_contributions_pct_chg,oty_annual_avg_wkly_wage_chg,oty_annual_avg_wkly_wage_pct_chg,oty_avg_annual_pay_chg,oty_avg_annual_pay_pct_chg,annual_avg_estabs_prop,annual_avg_emplvl_prop,total_annual_wages_prop,taxable_annual_wages_prop,annual_contributions_prop,avg_annual_pay_prop,annual_avg_wkly_wage_prop,industry_code_name,own_code_name,size_code_name,agglvl_code_name,county_name
39041,5,1021,73,0.0,2018,A,0,1102,17008,641270118,175040563,2467856,722.6108681862552,37704.02857478833,0,1.05,1.02,0.84,0.9,0.78,0.82,0.82,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20197947214076245,0.19208746033000915,0.13089642688990513,0.19843807494736204,0.1433008323024033,0.6814418112719232,0.681441811271923,"Trade, transportation, and utilities",Private,All establishment sizes,"County, by Supersector -- by ownership sector",Delaware
39041,5,1022,73,0.0,2018,A,0,98,567,42706747,6142002,165663,1443.5444673701904,75320.54144620811,0,1.04,0.33,0.23,0.26,0.3,0.69,0.69,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017961876832844576,0.006403668274171871,0.008717325865464972,0.006962997789277264,0.009619542542884609,1.3613019120032892,1.3613019120032892,Information,Private,All establishment sizes,"County, by Supersector -- by ownership sector",Delaware
39041,5,1023,73,0.0,2018,A,0,576,6846,584443683,75230209,1630892,1636.1477043720554,85370.09684487293,0,1.18,1.38,1.28,1.17,1.44,0.92,0.92,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10557184750733138,0.07731836508814927,0.1192969821542135,0.08528616222428233,0.09470089867290925,1.5429320319720314,1.5429320319720312,Financial activities,Private,All establishment sizes,"County, by Supersector -- by ownership sector",Delaware
39041,5,1024,73,0.0,2018,A,0,1298,19989,1767290989,273912032,6114698,1694.4693919253211,88413.17669718344,0,1.29,1.58,1.92,1.59,1.62,1.22,1.22,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23790322580645162,0.22575471804659883,0.3607404574788352,0.3105256027712858,0.35506176724972643,1.597930978365526,1.597930978365526,Professional and business services,Private,All establishment sizes,"County, by Supersector -- by ownership sector",Delaware
39041,5,1025,73,0.0,2018,A,0,632,9455,427546114,81671791,1351887,866.6388693092703,45219.049603384454,0,0.68,0.69,0.64,0.83,0.86,0.93,0.93,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1158357771260997,0.10678427430739866,0.08727095974439907,0.09258878459813505,0.07849993365852752,0.817264155330336,0.8172641553303359,Education and health services,Private,All establishment sizes,"County, by Supersector -- by ownership sector",Delaware
39041,5,1026,73,0.0,2018,A,0,571,13779,268629087,123431192,1658054,373.638886497393,19495.543000217724,0,1.22,1.4,1.18,1.27,1.05,0.84,0.84,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10465542521994135,0.1556193036151926,0.05483272440116641,0.1399301265326611,0.09627811274334037,0.35235168855885607,0.35235168855885607,Leisure and hospitality,Private,All establishment sizes,"County, by Supersector -- by ownership sector",Delaware
39041,5,1027,73,0.0,2018,A,0,436,2858,93688471,23260317,348781,628.2618084585645,32781.13051084675,0,0.93,1.05,0.92,0.83,0.72,0.88,0.88,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07991202346041056,0.03227810216504975,0.0191237448158757,0.02636950229727837,0.020252643424601972,0.5924680676109454,0.5924680676109454,Other services,Private,All establishment sizes,"County, by Supersector -- by ownership sector",Delaware
39041,5,1029,73,0.0,2018,A,0,4,6,101162,66458,1794,323.1341734144666,16860.333333333332,0,0.05,0.08,0.02,0.05,0.05,0.29,0.29,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007331378299120235,6.776368544097218e-05,2.064924587213743e-05,7.534138007115406e-05,0.00010417208019856569,0.3047243628761107,0.3047243628761107,Unclassified,Private,All establishment sizes,"County, by Supersector -- by ownership sector",Delaware
39045,0,10,70,0.0,2018,A,0,2994,43855,1686545089,365728841,6793549,737.0476642897296,38457.30450347737,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,-2462.0,-45.124633431085044,-44688.0,-50.47039291643608,-3212520021.0,-65.57414422687678,-516362779.0,-58.538451935412326,-10427956.0,-60.55194363094283,-323.36696867429316,-30.49438951728085,-16872.48000800293,-30.49438951728085,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"Total, all industries",Total Covered,All establishment sizes,"County, Total Covered",Fairfield
39045,1,10,71,0.0,2018,A,0,23,237,14943403,0,0,1208.4199766821587,63052.333333333336,0,1.3,0.28,0.32,0.0,0.0,1.12,1.12,0,8.0,53.333333333333336,-1.0,-0.42016806722689076,-47650.0,-0.3178562573289548,0.0,0.0,0.0,0.0,1.2402987163914077,0.10274350529835374,64.71568627451052,0.10274350529835032,0.007682030728122912,0.005404172842321286,0.008860363768193333,0.0,0.0,1.6395411521270828,1.6395411521270828,"Total, all industries",Federal Government,All establishment sizes,"County, Total -- by ownership sector",Fairfield
39045,1,1021,73,0.0,2018,A,0,13,164,9044160,0,0,1056.9175808187576,55147.31707317073,0,1.45,0.81,1.06,0.0,0.0,1.31,1.31,0,4.0,44.44444444444444,-26.0,-13.684210526315791,-2060433.0,-18.55478179164243,0.0,0.0,0.0,0.0,-63.20558176644613,-5.642735002512575,-3297.9092426187417,-5.642735002512573,0.004342017368069473,0.003739596397218105,0.005362536737966808,0.0,0.0,1.4339881014849656,1.4339881014849656,"Trade, transportation, and utilities",Federal Government,All establishment sizes,"County, by Supersector -- by ownership sector",Fairfield
39045,1,1025,73,0.0,2018,A,0,1,31,2660430,0,0,1644.776437748937,85820.32258064517,0,2.44,0.25,0.39,0.0,0.0,1.59,1.59,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00033400133600534405,0.0007068749287424467,0.0015774437442271074,0.0,0.0,2.2315740452606385,2.2315740452606385,Education and health services,Federal Government,All establishment sizes,"County, by Supersector -- by ownership sector",Fairfield
39045,1,1028,73,0.0,2018,A,0,9,42,3238813,0,0,1477.9281345042448,77114.59523809524,0,1.28,0.09,0.11,0.0,0.0,1.22,1.22,0,4.0,80.0,6.0,16.666666666666664,32602.0,1.0168388792877325,0.0,0.0,0.0,0.0,-228.96500270368324,-13.414138103467662,-11946.821428571435,-13.414138103467666,0.003006012024048096,0.0009577015163607343,0.0019203832859994174,0.0,0.0,2.005200214464392,2.005200214464392,Public administration,Federal Government,All establishment sizes,"County, by Supersector -- by ownership sector",Fairfield
39045,2,10,71,0.0,2018,A,0,18,750,42612098,0,0,1088.900975835689,56816.130666666664,0,0.86,0.54,0.75,0.0,0.0,1.39,1.39,0,5.0,38.46153846153847,391.0,108.91364902506963,19522075.0,84.54766372471781,0.0,0.0,0.0,0.0,-143.76852372581698,-11.663184963768417,-7501.482146703813,-11.663184963768416,0.006012024048096192,0.01710181279215597,0.02526591093112483,0.0,0.0,1.4773820318459725,1.4773820318459725,"Total, all industries",State Government,All establishment sizes,"County, Total -- by ownership sector",Fairfield
39045,2,1025,73,0.0,2018,A,N,6,0,0,0,0,0.0,0.0,N,1.36,0.0,0.0,0.0,0.0,0.0,0.0,N,2.0,50.0,-48.0,-100.0,-2591238.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002004008016032064,0.0,0.0,0.0,0.0,0.0,0.0,Education and health services,State Government,All establishment sizes,"County, by Supersector -- by ownership sector",Fairfield
39045,2,1028,73,0.0,2018,A,N,12,0,0,0,0,0.0,0.0,N,0.81,0.0,0.0,0.0,0.0,0.0,0.0,N,3.0,33.33333333333333,-311.0,-100.0,-20498785.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004008016032064128,0.0,0.0,0.0,0.0,0.0,0.0,Public administration,State Government,All establishment sizes,"County, by Supersector -- by ownership sector",Fairfield
39045,3,10,71,0.0,2018,A,0,136,5725,265003233,0,0,887.1405169497217,46288.774323144105,0,2.67,1.35,1.8,0.0,0.0,1.34,1.34,0,11.0,8.799999999999999,-1747.0,-23.380620985010705,-132510986.0,-33.33490468173668,-169119.0,-100.0,-4181.0,-100.0,-132.46584801864662,-12.99186162129894,-6911.736784992936,-12.991861621298941,0.04542418169672679,0.13054383764679056,0.15712786733565948,0.0,0.0,1.2036406326646893,1.2036406326646893,"Total, all industries",Local Government,All establishment sizes,"County, Total -- by ownership sector",Fairfield
39045,3,1012,73,0.0,2018,A,0,4,81,3824149,0,0,904.8290172848971,47211.71604938272,0,3.11,2.56,3.43,0.0,0.0,1.33,1.33,0,2.0,100.0,81.0,0.0,3824149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013360053440213762,0.0018469957815528445,0.00226744545695333,0.0,0.0,1.2276397594405963,1.2276397594405963,Construction,Local Government,All establishment sizes,"County, by Supersector -- by ownership sector",Fairfield
39045,3,1021,73,0.0,2018,A,0,6,91,4986445,0,0,1050.1863619586775,54796.0989010989,0,1.67,0.56,0.68,0.0,0.0,1.23,1.23,0,3.0,100.0,58.0,175.75757575757575,2788783.0,126.8977213056421,0.0,0.0,0.0,0.0,-226.1457386942509,-17.718408757294625,-11799.719280719277,-17.718408757294625,0.002004008016032064,0.0020750199521149242,0.002956603432972316,0.0,0.0,1.4248554236593507,1.4248554236593507,"Trade, transportation, and utilities",Local Government,All establishment sizes,"County, by Supersector -- by ownership sector",Fairfield
39045,3,1022,73,0.0,2018,A,0,4,104,3723877,0,0,686.2442550023404,35806.50961538462,0,2.63,2.64,4.27,0.0,0.0,1.62,1.62,0,1.0,33.33333333333333,-27.0,-20.610687022900763,685627.0,22.56651032666831,0.0,0.0,0.0,0.0,241.74714242310506,54.38666204609183,12613.761523781563,54.386662046091814,0.0013360053440213762,0.0023714513738456277,0.002207991369034783,0.0,0.0,0.9310717450867347,0.9310717450867348,Information,Local Government,All establishment sizes,"County, by Supersector -- by ownership sector",Fairfield
39045,3,1024,73,0.0,2018,A,0,5,60,3058231,0,0,976.8677431204383,50970.51666666667,0,3.79,2.1,3.02,0.0,0.0,1.42,1.43,0,-1.0,-16.666666666666664,-26.0,-30.23255813953488,-1336466.0,-30.410879293839827,0.0,0.0,0.0,0.0,-2.503210010254861,-0.2555936545037412,-130.61124031007057,-0.2555936545037364,0.0016700066800267202,0.0013681450233724774,0.001813311141188233,0.0,0.0,1.3253793349468328,1.3253793349468328,Professional and business services,Local Government,All establishment sizes,"County, by Supersector -- by ownership sector",Fairfield
39045,3,1025,73,0.0,2018,A,0,49,4011,188685341,0,0,901.57577179741,47041.96983295936,0,2.24,1.54,2.2,0.0,0.0,1.43,1.43,0,-8.0,-14.035087719298245,-1086.0,-21.306650971159506,-94371929.0,-33.340224400525024,-24007.0,-100.0,-408.0,-100.0,-162.7544970635406,-15.29172868847571,-8492.122770532893,-15.291728688475711,0.016366065464261857,0.09146049481245012,0.11187684351319468,0.0,0.0,1.2232258719200082,1.2232258719200082,Education and health services,Local Government,All establishment sizes,"County, by Supersector -- by ownership sector",Fairfield
39045,3,1026,73,0.0,2018,A,N,2,0,0,0,0,0.0,0.0,N,1.43,0.0,0.0,0.0,0.0,0.0,0.0,N,-1.0,-33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006680026720106881,0.0,0.0,0.0,0.0,0.0,0.0,Leisure and hospitality,Local Government,All establishment sizes,"County, by Supersector -- by ownership sector",Fairfield
39045,3,1027,73,0.0,2018,A,N,1,0,0,0,0,0.0,0.0,N,1.57,0.0,0.0,0.0,0.0,0.0,0.0,N,-2.0,-66.66666666666666,-12.0,-100.0,-400594.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00033400133600534405,0.0,0.0,0.0,0.0,0.0,0.0,Other services,Local Government,All establishment sizes,"County, by Supersector -- by ownership sector",Fairfield
39045,3,1028,73,0.0,2018,A,0,65,1357,60029977,0,0,847.8227432598472,44237.27118644068,0,3.46,1.1,1.26,0.0,0.0,1.15,1.15,0,17.0,35.41666666666667,-382.0,-21.96664749856239,-33046849.0,-35.50491612165632,-145112.0,-100.0,-3773.0,-100.0,-177.96785976232093,-17.34933613526921,-9285.918002748505,-17.349336135269215,0.02171008684034736,0.0309428799452742,0.035593461088901844,0.0,0.0,1.1502956787426608,1.1502956787426608,Public administration,Local Government,All establishment sizes,"County, by Supersector -- by ownership sector",Fairfield
39045,5,10,71,0.0,2018,A,0,2817,37144,1363986355,365728841,6793549,703.7818918678252,36721.57966293345,0,0.97,0.99,0.95,1.02,1.01,0.95,0.96,0,-2486.0,-46.87912502357156,-43331.0,-53.84405094749922,-3099483460.0,-69.44112066320763,-516193660.0,-58.53050119649913,-10423775.0,-60.542364190858,-359.2060792261964,-33.79211138734744,-18742.47519882486,-33.79211138734744,0.9408817635270541,0.8469729791357884,0.8087458579650224,1.0,1.0,0.9548661856842574,0.9548661856842574,"Total, all industries",Private,All establishment sizes,"County, Total -- by ownership sector",Fairfield
39045,5,1011,73,0.0,2018,A,0,25,85,2345155,846862,14913,528.7731076331639,27590.058823529413,0,0.6,0.15,0.1,0.12,0.08,0.69,0.69,0,-2.0,-7.4074074074074066,-232.0,-73.18611987381703,-11189181.0,-82.67255224046454,-2672251.0,-75.93535643782965,-92385.0,-86.10132528099312,-289.4927396392577,-35.3788124732619,-15105.007422527371,-35.3788124732619,0.008350033400133601,0.0019382054497776764,0.001390508332860824,0.002315546123418798,0.0021951707421260964,0.7174205051483699,0.7174205051483699,Natural resources and mining,Private,All establishment sizes,"County, by Supersector -- by ownership sector",Fairfield
39045,5,1012,73,0.0,2018,A,0,333,2369,120102052,29762501,1215833,971.6326500934937,50697.36260025327,0,1.37,1.09,1.31,1.09,1.39,1.2,1.2,0,-77.0,-18.78048780487805,-1166.0,-32.98444130127298,-103793081.0,-46.357899615441845,-18776267.0,-38.68303167480477,-705736.0,-36.727070430465936,-242.2367627210091,-19.9557514312313,-12639.308686875447,-19.955751431231292,0.11122244488977956,0.05401892600615665,0.0712118832655769,0.08137859983539007,0.178968754034158,1.3182765473245568,1.3182765473245566,Construction,Private,All establishment sizes,"County, by Supersector -- by ownership sector",Fairfield
39045,5,1013,73,0.0,2018,A,0,112,4106,216037663,46630838,1239024,1008.3870480048352,52615.11519727229,0,1.07,1.08,1.24,1.12,1.49,1.14,1.14,0,-38.0,-25.333333333333336,-2009.0,-32.85363859362224,-184326312.0,-46.03968476434475,-24479218.0,-34.42441108469947,-209808.0,-14.4811820832229,-246.4151314698829,-19.637767251331724,-12857.32552226982,-19.63776725133173,0.03740814963259853,0.09362672443278988,0.12809480422968994,0.1275011231613533,0.18238243368819448,1.368143604357782,1.368143604357782,Manufacturing,Private,All establishment sizes,"County, by Supersector -- by ownership sector",Fairfield
39045,5,1021,73,0.0,2018,A,0,624,8696,284499556,86584537,1309938,627.016248275372,32716.140294388224,0,1.08,1.06,1.08,1.07,1.05,1.02,1.02,0,-478.0,-43.37568058076225,-8312.0,-48.87111947318909,-356770562.0,-55.634989372762256,-88456026.0,-50.53458723164641,-1157918.0,-46.9199985736607,-95.59461991088313,-13.22905925160308,-4987.888280400108,-13.229059251603086,0.20841683366733466,0.1982898187207844,0.16868778537589396,0.23674517099404802,0.19282086579488866,0.8507132966490145,0.8507132966490146,"Trade, transportation, and utilities",Private,All establishment sizes,"County, by Supersector -- by ownership sector",Fairfield
